workflow,url,gold_answer,n_workers_total,n_attempts_total,n_repeated_worker_votes,n_conflicted_workers,n_valid_votes,n_correct,n_incorrect,correct_share,incorrect_share,repeat_worker_share,conflict_worker_share,yes_count,yes_share,no_count,no_share,not_working_count,not_working_share,eligible_by_n,is_difficult,is_ambiguous,is_conflicted_repeats,flag
REGION_MARKUP,https://chepetskmebel.ru,no,4,4,0,0,4,2,2,0.5,0.5,0.0,0.0,2,0.5,2,0.5,0,0.0,True,False,True,False,ambiguous
REGION_MARKUP,https://chernimcherno.com,yes,4,4,0,0,4,2,2,0.5,0.5,0.0,0.0,2,0.5,2,0.5,0,0.0,True,False,True,False,ambiguous
REGION_MARKUP,https://chip24.ru,no,4,4,0,0,4,2,2,0.5,0.5,0.0,0.0,2,0.5,2,0.5,0,0.0,True,False,True,False,ambiguous
REGION_MARKUP,https://code7.plus,no,4,4,0,0,4,2,2,0.5,0.5,0.0,0.0,2,0.5,2,0.5,0,0.0,True,False,True,False,ambiguous
REGION_MARKUP,https://compressor-ga.ru,no,4,4,0,0,4,2,2,0.5,0.5,0.0,0.0,2,0.5,2,0.5,0,0.0,True,False,True,False,ambiguous
REGION_MARKUP,https://dakar118.ru,no,4,4,0,0,4,2,2,0.5,0.5,0.0,0.0,2,0.5,2,0.5,0,0.0,True,False,True,False,ambiguous
REGION_MARKUP,https://dikonauto.ru,no,4,4,0,0,4,2,2,0.5,0.5,0.0,0.0,1,0.25,2,0.5,1,0.25,True,False,True,False,ambiguous
REGION_MARKUP,https://discount-electro.com,no,4,4,0,0,4,2,2,0.5,0.5,0.0,0.0,2,0.5,2,0.5,0,0.0,True,False,True,False,ambiguous
REGION_MARKUP,https://domzamkov.com,yes,4,4,0,0,4,2,2,0.5,0.5,0.0,0.0,2,0.5,2,0.5,0,0.0,True,False,True,False,ambiguous
REGION_MARKUP,https://dvernoi-portal.ru,no,4,4,0,0,4,2,2,0.5,0.5,0.0,0.0,1,0.25,2,0.5,1,0.25,True,False,True,False,ambiguous
REGION_MARKUP,https://dzso.ru,no,4,4,0,0,4,2,2,0.5,0.5,0.0,0.0,0,0.0,2,0.5,2,0.5,True,False,True,False,ambiguous
REGION_MARKUP,https://egida-lab.ru,no,4,4,0,0,4,2,2,0.5,0.5,0.0,0.0,2,0.5,2,0.5,0,0.0,True,False,True,False,ambiguous
REGION_MARKUP,https://flowerballoons.ru,no,4,4,0,0,4,2,2,0.5,0.5,0.0,0.0,2,0.5,2,0.5,0,0.0,True,False,True,False,ambiguous
REGION_MARKUP,https://formazashchity.ru,no,4,4,0,0,4,2,2,0.5,0.5,0.0,0.0,2,0.5,2,0.5,0,0.0,True,False,True,False,ambiguous
REGION_MARKUP,https://fotokubikpro.ru,no,4,4,0,0,4,2,2,0.5,0.5,0.0,0.0,2,0.5,2,0.5,0,0.0,True,False,True,False,ambiguous
REGION_MARKUP,https://gamebuy.ru,yes,4,4,0,0,4,2,2,0.5,0.5,0.0,0.0,2,0.5,2,0.5,0,0.0,True,False,True,False,ambiguous
REGION_MARKUP,https://gardeck24.ru,yes,4,4,0,0,4,2,2,0.5,0.5,0.0,0.0,2,0.5,2,0.5,0,0.0,True,False,True,False,ambiguous
REGION_MARKUP,https://gazobeton24.ru,no,4,4,0,0,4,2,2,0.5,0.5,0.0,0.0,0,0.0,2,0.5,2,0.5,True,False,True,False,ambiguous
REGION_MARKUP,https://gees-inc.ru,no,4,4,0,0,4,2,2,0.5,0.5,0.0,0.0,2,0.5,2,0.5,0,0.0,True,False,True,False,ambiguous
REGION_MARKUP,https://globalstone.ru,no,4,4,0,0,4,2,2,0.5,0.5,0.0,0.0,2,0.5,2,0.5,0,0.0,True,False,True,False,ambiguous
REGION_MARKUP,https://grinc.ru,yes,4,4,0,0,4,2,2,0.5,0.5,0.0,0.0,2,0.5,2,0.5,0,0.0,True,False,True,False,ambiguous
REGION_MARKUP,https://gudrok.ru,no,4,4,0,0,4,2,2,0.5,0.5,0.0,0.0,2,0.5,2,0.5,0,0.0,True,False,True,False,ambiguous
